"관리번호","무인민원발급기명","설치장소주소","설치장소상세위치","평일시작시분","평일종료시분","휴일시작시분","휴일종료시분","운영시간참고내용","설치운영URL","사용여부명","장애인편의발급기형태","시각장애인용키패드","시각장애인용음성안내","청각장애인용화면안내","점자라벨부착","이어폰소켓","촉각(전자)모니터","화면확대기능","휠체어탄사용자조작","최종수정일자"
"501","화곡역","서울특별시 강서구 화곡로 지하 168(화곡동)[화곡동 1089-54 화곡역 5호선]","화곡역(5호선) 중앙 통로","05:00 ","02:00 ","05:00 ","02:00 ","","https://www.gangseo.seoul.kr/gs0101071","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-28 09:57:38"
"520","시흥3동 주민센터","서울특별시 금천구 시흥대로18길 40(시흥동)","시흥3동 주민센터 민원실 입구 정면기준 좌측에 위치","09:00 ","18:00 ","      ","      ","","https://www.geumcheon.go.kr/portal/contents.do?key=177","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-28 09:33:47"
"508","신촌동주민센터","서울특별시 서대문구 연세로2나길 47, 신촌동 주민센터 (창천동)","신촌동주민센터 1층 민원실","09:00 ","18:00 ","      ","      ","","http://www.sdm.go.kr/civil/print/automaic.do","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-27 13:04:36"
"506","충현동자치회관","서울특별시 서대문구 경기대로 40(충정로3가)","충현동자치회관","09:00 ","18:00 ","      ","      ","","http://www.sdm.go.kr/civil/print/automaic.do","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-27 13:04:31"
"402","불광2동주민센터KIOSK","서울특별시 은평구 연서로 282(불광동)","불광2동 주민센터 내","08:00 ","19:00 ","      ","      ","토.일요일 및 공휴일 미운영","http://www.ep.go.kr/CmsWeb/viewPage.req?idx=PG0000000763","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-26 10:05:39"
"416","삼육서울병원","서울특별시 동대문구 망우로 82, 삼육서울병원 본관 1층 CU 옆  (휘경동)","삼육서울병원 본관 1층 CU 옆","08:00 ","02:00 ","08:00 ","02:00 ","","http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-25 21:10:46"
"406","더좋은새마을금고","서울특별시 동대문구 망우로 129, 더좋은새마을금고 1층 (휘경동)","새마을금고 1층 ATM창구","07:00 ","23:30 ","07:00 ","23:30 ","","http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-25 21:10:04"
"506","휘경1동주민센터","서울특별시 동대문구 외대역동로6길 3(휘경동)[서울특별시 동대문구 휘경동 135번지 9호]","휘경1동주민센터 2층 민원실","09:00 ","18:00 ","      ","      ","주말휴무","http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-25 21:10:04"
"501","회기역","서울특별시 동대문구 회기로 196(휘경동, 회기역)","지하철1호선 회기역 2번출구 2층 왼편","00:00 ","2400  ","00:00 ","2400  ","","http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-25 21:10:04"
"427","동대문경찰서 민원봉사실","서울특별시 동대문구 약령시로21길 29, 동대문경찰서 (청량리동)","민원봉사실 1층 출입문 들어가서 오른쪽","09:00 ","18:00 ","      ","      ","주말휴무","http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-25 21:08:40"
"434","이문2동주민센터","서울특별시 동대문구 신이문로 27-5, 이문2동 주민센터 (이문동)","1층 작은도서관 내","09:00 ","18:00 ","      ","      ","","https://www.ddm.go.kr/www/contents.do?key=8","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-24 15:05:55"
"407","월계2동 주민센터","서울특별시 노원구 초안산로5길 28(월계동)","월계2동 주민센터 2층 엘리베이터 옆","08:00 ","20:00 ","      ","      ","","https://www.nowon.kr/www/minwon/minwon1/minwon1_04.jsp","사용","장애인 편의 기능 포함(일반)","제공","제공","제공","부착","제공","미제공","제공","불가능","2026-08-21 10:50:01"
"511","수유3동주민센터","서울특별시 강북구 노해로 36, 수유3동 주민센터 (수유동)","1층 민원실","09:00 ","18:00 ","      ","      ","","http://www.gangbuk.go.kr/www/contents.do?key=58","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-20 17:35:46"
"402","새마을금고","서울특별시 광진구 뚝섬로 632, 광진중앙 새마을금고 본점 (자양동)","1층 365코너","07:00 ","23:00 ","07:00 ","23:00 ","","https://www.gwangjin.go.kr/portal/main/contents.do?menuNo=200030","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-20 09:45:55"
"413","역촌동주민센터1","서울특별시 은평구 연서로 59(역촌동)[서울특별시 은평구 역촌동 62번지 26호]","주민센터입장후왼쪽","08:00 ","19:00 ","      ","      ","토.일요일 및 공휴일 미운영","https://www.ep.go.kr/CmsWeb/viewPage.req?idx=PG0000000763","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-19 19:32:10"
"409","양재1동주민센터","서울특별시 서초구 바우뫼로 41(우면동, 양재1동주민센터)[서울특별시 서초구 우면동 68번지 2호 양재1동주민센터]","1층 출입구","00:00 ","2400  ","00:00 ","2400  ","","http://www.seocho.go.kr/site/seocho/01/10101050000002015070109.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-03 17:49:35"
"112","삼성역","서울특별시 강남구 테헤란로 538(역삼동, 지하1층 역무실앞)","2호선 삼성역  지하1층 유아수유실옆","05:30 ","23:59 ","05:30 ","23:59 ","","https://www.gangnam.go.kr/contents/dispenser/2/view.do?mid=ID03_010103","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-03 09:30:35"
"505","독산역","서울특별시 금천구 벚꽃로 115(가산동)[115번지]","독산역 1번 출구","05:00 ","02:00 ","05:00 ","02:00 ","","http://www.geumcheon.go.kr/html/048/048001005.html","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-19 17:30:08"
"117","삼성서울병원2","서울특별시 강남구 일원로 81, 삼성서울병원 1층 (일원동)","삼성서울병원 암병동 1층 원무창구 앞","00:00 ","2400  ","00:00 ","2400  ","365일 24시간 운영","http://www.gangnam.go.kr/contents/dispenser/1/view.do?mid=FM010103","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-03 10:22:40"
"101","강남구청1","서울특별시 강남구 학동로 426(삼성동, 강남구청내 본관1층로비)","강남구청내 본관1층로비","00:00 ","2400  ","00:00 ","2400  ","","https://www.gangnam.go.kr/contents/dispenser/2/view.do?mid=ID03_010103","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-03 09:30:51"
"107","강남역","서울특별시 강남구 강남대로 396(역삼동, 2호선 강남역1번,12번 출구 중간)","2호선 강남역1번,12번 출구 중간(지하1층)","05:30 ","23:59 ","05:30 ","23:59 ","","https://www.gangnam.go.kr/contents/dispenser/2/view.do?mid=ID03_010103","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-03 09:30:51"
"404","서울대학교 학생회관","서울특별시 관악구 관악로 1(신림동)","서울대학교 학생회관 1층","08:00 ","2400  ","08:00 ","2400  ","2015.03.09. 현기기 구매일자(구청기기 이전설치2022.1.17)","http://www.gwanak.go.kr/site/gwanak/03/10301040000002016051203.jsp","사용","장애인 편의 기능 포함(일반)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-01 15:40:02"
"404","김포공항 국내선 2층(서편)","서울특별시 강서구 하늘길 112(공항동)","김포공항 국내선 2층 서편(1번 GATE)","05:30 ","23:00 ","05:30 ","23:00 ","","https://www.gangseo.seoul.kr/gs0101071","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-28 10:07:57"
"511","현대아울렛","서울특별시 금천구 디지털로10길 9(가산동, 현대아울렛6층)","현대아울렛6층 기업시민청 앞","09:00 ","21:30 ","09:00 ","21:30 ","백화점 정기휴무일 미운영","http://www.geumcheon.go.kr/html/048/048001005.html","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-19 17:31:55"
"519","시흥4동 주민센터","서울특별시 금천구 독산로36길 14(시흥동)[서울특별시 금천구 시흥동 812번지 38호]","2층 민원실 입구","09:00 ","18:10 ","      ","      ","등기부등본, 가족관계등록서류 평일 09:00~18:00 이용","http://www.geumcheon.go.kr/html/048/048001005.html","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-13 15:55:55"
"163","강남구청2","서울특별시 강남구 학동로 426(삼성동, 강남구청내 본관 1층 로비)","강남구청내 본관 1층 로비","00:00 ","2400  ","00:00 ","2400  ","","https://www.gangnam.go.kr/contents/dispenser/2/view.do?mid=ID03_010103","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-03 09:30:35"
"134","강남세브란스병원","서울특별시 강남구 언주로 211(도곡동)","강남세브란스 1동1층 로비(척추병원쪽)","00:00 ","23:59 ","00:00 ","23:59 ","","https://www.gangnam.go.kr/contents/dispenser/2/view.do?mid=ID03_010103","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-03 09:30:35"
"125","역삼세무서","서울특별시 강남구 테헤란로 114(역삼동)[서울특별시 강남구 역삼동 824번지]","역삼세무서 1층 로비","00:00 ","23:59 ","00:00 ","23:59 ","","https://www.gangnam.go.kr/contents/dispenser/2/view.do?mid=ID03_010103","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-03 09:30:35"
"416","남대문세무서","서울특별시 중구 삼일대로 340, 나라키움저동빌딩 (저동1가)","남대문세무서 1층 로비","00:00 ","2400  ","00:00 ","2400  ","","http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984","사용","장애인 편의 기능 포함(일반)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-31 19:13:01"
"505","을지로동주민센터 2","서울특별시 중구 을지로 117 (을지로3가)","2층 로비","08:30 ","18:30 ","      ","      ","","http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-31 16:31:23"
"415","소공동-무인(2)","서울특별시 중구 서소문로12길 36 (서소문동)","2층 민원실","09:00 ","18:00 ","      ","      ","","http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-31 00:49:30"
"412","다산동주민센터","서울특별시 중구 동호로15길 50, 다산동 주민센터 (신당동)","옥외 부스","00:00 ","2400  ","00:00 ","2400  ","","http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-31 00:32:55"
"508","원효로제2동주민센터","서울특별시 용산구 효창원로8길 3, 원효로제2동 주민센터 (산천동)","원효로제2동주민센터 현관 입구","09:00 ","18:00 ","      ","      ","","http://www.yongsan.go.kr/pms/contents/contents.do?contseqn=1594&sitecdv=S0000600&decorator=user28OneClick&menucdv=01140000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-25 17:52:08"
"519","성수2가제3동주민센터 KIOSK","서울특별시 성동구 광나루로2길 35(성수동2가)[서울특별시 성동구 성수동2가 299번지 240호]","성수2가제3동주민센터","00:00 ","2400  ","00:00 ","2400  ","24시간 운영","http://www.sd.go.kr/sd/main.do?op=mainSub&mCode=13A030030000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-07-31 15:38:58"
"405","건대입구역","서울특별시 광진구 아차산로 243(화양동)","건대입구역 2번 출구 (지상2층)","05:00 ","01:00 ","05:00 ","2400  ","평일05:00~익일01:00, 주말/공휴일05:00~24:00","https://www.gwangjin.go.kr/portal/main/contents.do?menuNo=200030","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-31 09:22:12"
"501","구의3동주민센터","서울특별시 광진구 강변역로 17(구의동)","출입구","08:00 ","20:00 ","09:00 ","17:00 ","","https://www.gwangjin.go.kr/portal/main/contents.do?menuNo=200030","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-21 10:17:50"
"410","관악구청 민원실2","서울특별시 관악구 관악로 145(봉천동, 관악구청)","민원여권과 입구 (1층)","00:00 ","2400  ","00:00 ","2400  ","2022.1.17. 현기기 구매설치일자","http://www.gwanak.go.kr/site/gwanak/03/10301040000002016051203.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-09-01 09:46:37"
"518","북가좌2동주민센터","서울특별시 서대문구 응암로 131, 북가좌2동주민센터 (북가좌동)","북가좌2동주민센터 1층 민원실","09:00 ","18:00 ","      ","      ","","http://www.sdm.go.kr/civil/print/automaic.do","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-27 13:09:54"
"513","강북웰빙스포츠센터","서울특별시 강북구 오현로31길 51, 강북웰빙스포츠센터 (번동)","1층 입구","06:00 ","22:00 ","06:00 ","18:00 ","","http://www.gangbuk.go.kr/www/contents.do?key=58","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-07-20 17:41:57"
"415","강북종합체육센터","서울특별시 강북구 솔샘로48길 14, 강북종합체육센터 (미아동)","로비 안내데스크 앞","06:00 ","22:00 ","06:00 ","17:00 ","1,3,5째주 일요일, 법정공휴일은 운영안함","https://www.gangbuk.go.kr/portal/bbs/B0000046/list.do?menuNo=200008&nttId=85557","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-07-20 17:41:50"
"409","국립중앙의료원","서울특별시 중구 을지로 245, 국립중앙의료원 (을지로6가)","본관 1층 신한은행 앞","00:00 ","2400  ","00:00 ","2400  ","","http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-16 16:30:27"
"511","신정3동주민센터","서울특별시 양천구 중앙로 209(신정동)[서울특별시 양천구 신정동 1263번지]","입구 복도","09:00 ","18:00 ","      ","      ","주말 및 휴일 이용불가","http://www.yangcheon.go.kr/site/yangcheon/01/10101040000002016081013.jsp","사용","장애인 편의 기능 포함(일반)","제공","제공","제공","부착","제공","미제공","제공","불가능","2026-07-13 09:44:33"
"527","대법원통합무인발급기","서울특별시 양천구 목동동로 105, 양천구청 (신정동)","민원여권과 민원실","09:00 ","18:00 ","      ","      ","","https://www.yangcheon.go.kr/site/yangcheon/01/10101040000002016081013.jsp","사용","장애인 편의 기능 포함(일반)","제공","제공","제공","부착","제공","미제공","제공","불가능","2026-07-13 08:50:20"
"414","동선동주민센터","서울특별시 성북구 동소문로26길 27(동선동3가)[서울특별시 성북구 동선동3가 130번지 7호]","관내","08:30 ","18:00 ","      ","      ","","https://www.sb.go.kr/PageLink.do?link=forward:use/PageContent.do&tempParam1=&menuNo=01000000&subMenuNo=01040000&thirdMenuNo=01040100&fourthMenuNo=","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-08 11:26:37"
"423","자양4동주민센터","서울특별시 광진구 뚝섬로26길 58(자양동)","자양4동주민센터 1층 로비","09:00 ","18:00 ","09:00 ","17:00 ","주말 발급가능(공휴일 불가)","https://www.gwangjin.go.kr/portal/main/contents.do?menuNo=200030","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-03 16:29:19"
"155","압구정역","서울특별시 강남구 압구정로 172(압구정동, 지하1층4번출구)","3호선 압구정역 지하1층4번출구","05:30 ","23:59 ","05:30 ","23:59 ","","https://www.gangnam.go.kr/contents/dispenser/2/view.do?mid=ID03_010103","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-03 10:22:40"
"435","신설동주민센터","서울특별시 동대문구 천호대로 26, 2층 (신설동, 신설동역자이르네)","민원실 내","09:00 ","18:00 ","      ","      ","","https://www.ddm.go.kr/www/contents.do?key=8","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-07-31 16:56:58"
"433","동대문동부 새마을금고 본점","서울특별시 동대문구 답십리로 251(장안동)[서울특별시 동대문구 장안동 143번지 39호]","1층 ATM창구","07:00 ","2400  ","07:00 ","2400  ","","http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-07-31 16:56:39"
"424","동대문우체국","서울특별시 동대문구 천호대로 4(신설동, 동대문우체국)","지하철2호선 10번출구로 나와 동대문우체국 1층 정문 정면에 위치","08:00 ","18:00 ","      ","      ","주말휴무","http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-07-31 16:54:48"
"426","용두동주민센터","서울특별시 동대문구 천호대로27길 35(용두동, 용신동주민센터)","용신동주민센터 1층 민원실 들어가서 우측편","08:50 ","18:00 ","      ","      ","주말휴무","http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-31 10:19:37"
"417","장안1동주민센터","서울특별시 동대문구 한천로18길 52(장안동, 장안1동주민센터)","장안1동주민센터 1층 민원실 내","09:00 ","18:00 ","      ","      ","주말휴무","http://www.ddm.go.kr/civil/multiCivilNoPeople.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-31 10:17:41"
"507","둔촌2동주민센터","서울특별시 강동구 천호대로186길 7, 둔촌제2동주민센터 (둔촌동)","주민센터 내","09:00 ","18:00 ","      ","      ","주말, 국경일 및 법정공휴일 발급불가","https://www.gangdong.go.kr/site/contents/koRenew/html00/html04/index04.html","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-02 11:50:04"
"517","버티고개역","서울특별시 중구 다산로 지하38, 버티고개역 6호선 (신당동)","지하대합실","00:00 ","2400  ","00:00 ","2400  ","","http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984","사용","장애인 편의 기능 포함(일반)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-31 19:14:46"
"504","을지로동주민센터 1","서울특별시 중구 을지로 117 (을지로3가)","2층 로비","08:30 ","18:30 ","      ","      ","","http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-31 16:11:55"
"512","동화동주민센터","서울특별시 중구 다산로36길 100, 동화동주민센터 (신당동)","옥외 부스","00:00 ","2400  ","00:00 ","2400  ","","http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-31 02:19:41"
"501","청구동주민센터","서울특별시 중구 청구로3길 55, 청구동주민센터 (신당동)","옥외 부스","00:00 ","2400  ","00:00 ","2400  ","","http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-31 01:10:24"
"516","성수1가제1동주민센터 KIOSK","서울특별시 성동구 뚝섬로3길 18(성수동1가)","성수1가제1동주민센터 1층","09:00 ","18:00 ","      ","      ","","http://www.sd.go.kr/sd/main.do?op=mainSub&mCode=13A030030000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-07-28 11:12:31"
"413","삼선동 주민센터","서울특별시 성북구 보문로 190(삼선동4가)","삼선동주민센터 실내","08:30 ","18:00 ","      ","      ","","https://www.sb.go.kr/PageLink.do?link=forward:use/PageContent.do&tempParam1=&menuNo=01000000&subMenuNo=01040000&thirdMenuNo=01040100&fourthMenuNo=","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-01 09:48:06"
"202","중앙보훈병원","서울특별시 강동구 진황도로61길 53(둔촌동)","중앙보훈병원 중앙관 2층 안내데스크 옆","00:00 ","2400  ","00:00 ","2400  ","연중무휴","https://www.gangdong.go.kr/site/contents/koRenew/html00/html04/index04.html","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-07-01 09:11:46"
"511","강동구청_민원실(2)","서울특별시 강동구 성내로 25, 강동구청 (성내동)","강동구청 본관 1층 로비","00:00 ","2400  ","00:00 ","2400  ","연중무휴","https://www.gangdong.go.kr/web/newportal/contents/gdp_001_005_004","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-01 09:11:46"
"424","북카페도서관 다독다독 강일점 무인민원발급기","서울특별시 강동구 아리수로93가길 110, L층 (강일동, 강동리버스트4단지)","강일리버스트4단지 주민카페 입구","00:00 ","2400  ","00:00 ","2400  ","","https://www.gangdong.go.kr/site/contents/koRenew/html00/html04/index04.html","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-07-01 09:11:46"
"404","대법원 통합무인발급기","서울특별시 강동구 성내로 25(성내동)[서울특별시 강동구 성내동 540번지 강동구청]","강동구청 본관 1층 로비","09:00 ","18:00 ","      ","      ","평일 업무시간내만 발급가능","https://www.gangdong.go.kr/site/contents/koRenew/html00/html04/index04.html","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-07-16 15:19:00"
"414","명일역","서울특별시 강동구 양재대로 지하1632, 명일역 (명일동)","명일역 지하1층 대합실","05:00 ","01:00 ","05:00 ","2400  ","지하철역사 운영시간 내 발급가능(연중무휴)","https://www.gangdong.go.kr/site/contents/koRenew/html00/html04/index04.html","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-07-01 09:11:46"
"526","기업지원센터2","서울특별시 금천구 디지털로9길 32, 갑을그레이트밸리 A동 201호 (가산동)","민원실 입구 우측","09:00 ","18:00 ","      ","      ","","https://www.geumcheon.go.kr/portal/contents.do?key=77","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-09-01 15:00:35"
"516","대치2동주민센터2","서울특별시 강남구 영동대로65길 24, 대치2동주민센터 (대치동)","대치2동주민센터 1층 무인민원발급창구","00:00 ","2400  ","00:00 ","2400  ","365일 24시간 운영","https://www.gangnam.go.kr/contents/dispenser/2/view.do?mid=FM010103","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-04 11:11:11"
"527","지하철 3호선 옥수역","서울특별시 성동구 동호로 21, 옥수역 (옥수동)","지상3층 3번출구방향 무인도서반납기 옆","05:00 ","23:00 ","05:00 ","23:00 ","","http://sd.go.kr/sd/main.do?op=mainSub&mCode=13A030030000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-07-27 11:29:31"
"533","송정동 공공복합청사","서울특별시 성동구 송정18가길 9, 송정동 공공복합청사 (송정동)","1층 입구","00:00 ","2400  ","00:00 ","2400  ","","https://www.sd.go.kr/main/contents.do?key=1224&","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-27 10:12:26"
"522","성동세무서 KIOSK","서울특별시 성동구 광나루로 297(송정동)[서울특별시 성동구 송정동 67번지 6호]","성동세무서 1층 민원실","09:00 ","18:00 ","      ","      ","주말 및 공휴일 미운영","http://www.sd.go.kr/sd/main.do?op=mainSub&mCode=13A030030000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-27 10:12:26"
"429","구의3동주민센터2","서울특별시 광진구 강변역로 17, 구의3동 복합청사 (구의동)","1층 정문 좌측 코너","00:00 ","2400  ","00:00 ","2400  ","","https://www.gwangjin.go.kr/portal/main/contents.do?menuNo=200030","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-21 10:18:07"
"411","강동성심병원","서울특별시 강동구 성안로 150(길동)","로비 1층","00:00 ","2400  ","00:00 ","2400  ","연중무휴","https://www.gangdong.go.kr/site/contents/koRenew/html00/html04/index04.html","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-07-01 09:11:46"
"526","지하철 3호선 금호역","서울특별시 성동구 동호로 지하 104(금호동4가)","지하철 역사 내 4번출구 방향","00:00 ","2400  ","00:00 ","2400  ","","http://www.sd.go.kr/sd/main.do?op=mainSub&mCode=13A030030000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-27 14:24:15"
