"관리번호","무인민원발급기명","설치장소주소","설치장소상세위치","평일시작시분","평일종료시분","휴일시작시분","휴일종료시분","운영시간참고내용","설치운영URL","사용여부명","장애인편의발급기형태","시각장애인용키패드","시각장애인용음성안내","청각장애인용화면안내","점자라벨부착","이어폰소켓","촉각(전자)모니터","화면확대기능","휠체어탄사용자조작","최종수정일자"
"428","돈암2동주민센터","서울특별시 성북구 흥천사길 7, 돈암2동 주민센터 (돈암동)","1층 민원실 입구","08:30 ","18:00 ","      ","      ","","https://www.sb.go.kr/main/PageLink.do?link=forward:use/PageContent.do&menuNo=01000000&subMenuNo=01040000&thirdMenuNo=01040100&fourthMenuNo=","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-27 11:09:06"
"427","정릉3동주민센터","서울특별시 성북구 솔샘로1길 6-3, 정릉3동 주민센터 (정릉동)","1층 민원실내","08:30 ","18:00 ","      ","      ","","https://www.sb.go.kr/main/PageLink.do?link=forward:use/PageContent.do&menuNo=01000000&subMenuNo=01040000&thirdMenuNo=01040100&fourthMenuNo=","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-27 11:08:43"
"520","이화여자대학교 KIOSK","서울특별시 서대문구 이화여대길 52(대현동)","이화여자대학교 ECC B303호 앞","06:00 ","2400  ","06:00 ","2400  ","","http://www.sdm.go.kr/civil/print/automaic.do","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-26 10:07:46"
"511","명지전문대학 KIOSK","서울특별시 서대문구 가좌로 134(홍은동)","명지전문대 본관 1층 로비","06:00 ","2400  ","06:00 ","2400  ","","http://www.sdm.go.kr/civil/print/automaic.do","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-26 10:07:08"
"519","재외동포청","서울특별시 종로구 율곡로 6, 트윈 트리 빌딩 15층 (중학동)","재외동포청 사무실 내","09:00 ","18:00 ","      ","      ","","https://www.jongno.go.kr/Main.do?menuId=1015&menuNo=1015","사용","장애인 편의 기능 포함(일반)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-03 13:51:31"
"508","오류동역","서울특별시 구로구 경인로20길 13(오류동)","3번출구","05:00 ","01:00 ","05:00 ","01:00 ","지하철역별 운영시간 내 발급기 이용 가능","https://www.guro.go.kr/www/contents.do;jsessionid=2B2734DF1E4BDABE4C4C17EA2A087147.3c9fdff513c606261?key=1625&","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-26 10:07:03"
"506","오류2동주민센터","서울특별시 구로구 오류로 45(오류동)","7호선 천왕역 2번출구 민원실입구","00:00 ","2400  ","00:00 ","2400  ","","https://www.guro.go.kr/www/contents.do;jsessionid=2B2734DF1E4BDABE4C4C17EA2A087147.3c9fdff513c606261?key=1625&","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-26 10:04:49"
"406","구로3동주민센터","서울특별시 구로구 디지털로31길 109(구로동)","2층 민원실","09:00 ","18:00 ","      ","      ","주말(공휴일) 이용 불가","https://www.guro.go.kr/www/contents.do;jsessionid=2B2734DF1E4BDABE4C4C17EA2A087147.3c9fdff513c606261?key=1625&","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-26 09:46:18"
"416","명일2동주민센터","서울특별시 강동구 상암로 260, 명일제2동주민센터 (명일동)","동주민센터 입구","00:00 ","2400  ","00:00 ","2400  ","365일 24시간 운영","https://www.gangdong.go.kr/site/contents/koRenew/html00/html04/index04.html","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-23 15:37:39"
"531","영등포본동새마을금고","서울특별시 영등포구 영신로19길 3 (영등포동)","새마을금고 입구 우측","07:00 ","23:30 ","07:00 ","23:30 ","","http://www.ydp.go.kr/main/page.do?mCode=A010010000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-23 11:21:31"
"529","여의동현장민원실","서울특별시 영등포구 국제금융로 10, 15호 (여의도동, 지하2층 스트리트몰)","출입구(우)","08:00 ","18:30 ","      ","      ","평일 점심시간(12:00~13:00) 발급불가","http://www.ydp.go.kr/main/page.do?mCode=A010010000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-23 11:20:15"
"527","신길7동주민센터","서울특별시 영등포구 여의대방로43길 10(신길동)[서울특별시 영등포구 신길동 897번지 3호]","2층","08:00 ","20:00 ","      ","      ","토,일,공휴일 미운영","http://www.ydp.go.kr/main/page.do?mCode=A010010000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-23 11:19:41"
"525","대림1동주민센터","서울특별시 영등포구 디지털로 441, 대림제1동사무소/대림1동복지관 (대림동)","민원실내","09:00 ","18:00 ","      ","      ","토,일,공휴일 휴무","https://www.ydp.go.kr/www/contents.do?key=2679&","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-23 11:18:45"
"523","신길1동주민센터","서울특별시 영등포구 영등포로84길 24-5(신길동)[서울특별시 영등포구 신길동 465번지 2호 신길1동주민센터]","신길1동 주민센터","09:00 ","18:00 ","      ","      ","토요일만 가능 09:00~18:00","http://www.ydp.go.kr/main/page.do?mCode=A010010000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-23 11:18:01"
"412","노원구청3","서울특별시 노원구 노해로 437, 노원구청 (상계동)","노원구 보건소 앞","00:00 ","2400  ","00:00 ","2400  ","","https://www.nowon.kr/www/minwon/minwon1/minwon1_04.jsp","사용","장애인 편의 기능 포함(일반)","제공","제공","제공","부착","제공","미제공","제공","불가능","2026-09-01 15:30:38"
"411","노원구청2","서울특별시 노원구 노해로 437, 노원구청 (상계동)","구청 1층 로비 민원여권과 앞","06:00 ","20:00 ","06:00 ","18:00 ","","https://www.nowon.kr/www/minwon/minwon1/minwon1_04.jsp","사용","장애인 편의 기능 포함(일반)","제공","제공","제공","부착","제공","미제공","제공","불가능","2026-09-01 15:30:14"
"527","명지대학교","서울특별시 서대문구 거북골로 34, 명지대학교 (남가좌동)","행정동 1층","06:00 ","2400  ","06:00 ","2400  ","","http://98.13.3.13:3100/ntis/athena/pegasus/login/login_main.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-26 16:06:47"
"405","을지병원","서울특별시 노원구 한글비석로 68(상계동, 을지병원)","1층 로비","00:00 ","2400  ","00:00 ","2400  ","","https://www.nowon.kr/www/minwon/minwon1/minwon1_04.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-21 11:01:25"
"402","월계헬스케어센터","서울특별시 노원구 월계로 378(월계동)","월계헬스케어센터4층 복지민원실","09:00 ","18:00 ","      ","      ","주말 및 공휴일 휴무","https://www.nowon.kr/www/minwon/minwon1/minwon1_04.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-20 14:34:48"
"524","구 반포2동 주민센터","서울특별시 서초구 신반포로15길 16 (반포동)","1층 건물 입구 우측","00:00 ","2400  ","00:00 ","2400  ","","https://www.seocho.go.kr/site/seocho/01/10101050000002015070109.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-26 18:50:30"
"526","양평1동주민센터","서울특별시 영등포구 영등포로11길 12(양평동1가)[서울특별시 영등포구 양평동1가 211번지 1호]","민원실내","08:30 ","18:00 ","      ","      ","토,일,공휴일 휴무","http://www.ydp.go.kr/main/page.do?mCode=A010010000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-23 11:19:26"
"406","방배1동주민센터","서울특별시 서초구 효령로29길 43, 1층 (방배동, 방배1동주민센터)[서울특별시 서초구 방배동 922번지 18호 방배1동주민센터]","1층 민원실","00:00 ","2400  ","00:00 ","2400  ","","http://www.seocho.go.kr/site/seocho/01/10101050000002015070109.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-04 14:02:13"
"510","서초3동민원분소2(서울중앙지방법원등기국)","서울특별시 서초구 법원로3길 14, 1층 (서초동, 서울중앙지방법원 등기국)[서울특별시 서초구 서초동 1707번지 4호 서울중앙지방법원 등기국]","1층 무인발급기실","08:00 ","18:00 ","      ","      ","야간, 주말 및 공휴일 등 근무시간 외에는 이용 불가","http://www.seocho.go.kr/site/seocho/01/10101050000002015070109.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-26 18:42:19"
"415","서초구청2","서울특별시 서초구 남부순환로 2584(서초동)[서울특별시 서초구 서초동 1376번지 3호]","서초구청 1층 오케이민원센터 앞","00:00 ","2400  ","00:00 ","2400  ","","http://www.seocho.go.kr/site/seocho/01/10101050000002015070109.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-26 18:38:43"
"530","국회의원회관","서울특별시 영등포구 의사당대로 1, 국회의원회관 (여의도동)","2층 입구 좌측 안내실 내","09:00 ","18:00 ","      ","      ","평일 업무시간 내 운영","http://www.ydp.go.kr/main/page.do?mCode=A010010000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-23 11:21:05"
"524","문래동주민센터","서울특별시 영등포구 문래로28길 15(문래동3가)","주민센터 민원실 입구","08:00 ","19:00 ","      ","      ","토, 일,공휴일 휴무","http://www.ydp.go.kr/main/page.do?mCode=A010010000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-23 11:18:21"
"502","면목본동주민센터","서울특별시 중랑구 면목로 397(면목동)","면목본동주민센터 1층 민원실","09:00 ","18:00 ","      ","      ","주말휴무","http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-20 11:43:31"
"513","역삼1동주민센터3","서울특별시 강남구 역삼로7길 16(역삼동)[서울특별시 강남구 역삼동 829번지 20호 역삼1동주민센터]","역삼1동주민센터 1층 무인민원발급창구 민원인 기준 좌측","00:00 ","2400  ","00:00 ","2400  ","365일 24시간 운영","http://www.gangnam.go.kr/contents/dispenser/1/view.do?mid=FM010103","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-03 10:17:31"
"425","중곡역","서울특별시 광진구 능동로 지하 417(중곡동)","지하철 7호선 중곡역 3번출구 지하 1층(기업은행 ATM기 옆)","05:00 ","01:00 ","05:00 ","2400  ","평일05:00~익일01:00, 주말/공휴일05:00~24:00","https://www.gwangjin.go.kr/portal/main/contents.do?menuNo=200030","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-31 09:22:12"
"506","고덕1동 주민센터","서울특별시 강동구 양재대로156길 123, 고덕1동주민센터 (고덕동)","1층 현관 안","08:00 ","18:30 ","      ","      ","주말, 국경일 및 법정공휴일 발급불가","https://www.gangdong.go.kr/site/contents/koRenew/html00/html04/index04.html","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-20 09:18:14"
"428","중곡2동주민센터2","서울특별시 광진구 능동로 346, 중곡제2동주민센터 (중곡동)","주민센터 바깥 좌측","00:00 ","2400  ","00:00 ","2400  ","","https://www.gwangjin.go.kr/portal/main/contents.do?menuNo=200030","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-23 11:17:58"
"510","세브란스병원 KIOSK","서울특별시 서대문구 연세로 50-1, 연세의료원 (신촌동)","세브란스병원 본관 3층","06:00 ","2400  ","06:00 ","2400  ","","http://www.sdm.go.kr/civil/print/automaic.do","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-26 16:05:37"
"510","마포구청1","서울특별시 마포구 월드컵로 212(성산동)[서울특별시 마포구 성산동 370번지]","2층 민원여권과","08:00 ","20:00 ","      ","      ","재기동 시간 : 오전 3시","https://www.mapo.go.kr/site/main/content/mapo01010202","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-25 16:26:53"
"411","월곡1동주민센터","서울특별시 성북구 오패산로 96(하월곡동)","청사내","08:30 ","18:00 ","      ","      ","","https://www.sb.go.kr/PageLink.do?link=forward:use/PageContent.do&tempParam1=&menuNo=01000000&subMenuNo=01040000&thirdMenuNo=01040100&fourthMenuNo=","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-08 11:27:09"
"417","서초구청3(법인전용)","서울특별시 서초구 남부순환로 2584, 서초구청 (서초동)","서초구청 본관 1층 오케이민원센터 내","09:00 ","18:00 ","      ","      ","","http://www.seocho.go.kr/site/seocho/01/10101050000002015070109.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-02 20:46:19"
"415","중곡3동주민센터","서울특별시 광진구 동일로76가길 28, 중곡제3동주민센터 (중곡동)","중곡3동주민센터 옥외부스","00:00 ","2400  ","00:00 ","2400  ","","https://www.gwangjin.go.kr/portal/main/contents.do?menuNo=200030","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-04-21 10:02:53"
"522","여의동주민센터1","서울특별시 영등포구 국제금융로 124(여의도동)[서울특별시 영등포구 여의도동 53번지 22호]","2층 민원실 내","08:00 ","19:00 ","      ","      ","토,일,공휴일 휴무","http://www.ydp.go.kr/main/page.do?mCode=A010010000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-23 11:17:46"
"427","화양동주민센터2","서울특별시 광진구 능동로17길 39, 화양동주민센터 (화양동)","2층 민원실 입구 우측","09:00 ","18:00 ","      ","      ","","https://www.gwangjin.go.kr/portal/main/contents.do?menuNo=200030","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-23 11:17:20"
"520","영등포동자치회관","서울특별시 영등포구 국회대로44길 4(영등포동7가)","1층현관 출입문 좌측","09:00 ","18:00 ","      ","      ","토요일만가능 06:00~18:00","http://www.ydp.go.kr/main/page.do?mCode=A010010000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-23 11:17:18"
"519","강남성심병원","서울특별시 영등포구 신길로 1(대림동)","강남성심병원 1층(본관로비)","06:00 ","23:00 ","06:00 ","23:00 ","","http://www.ydp.go.kr/main/page.do?mCode=A010010000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-23 11:16:54"
"518","대림3동주민센터","서울특별시 영등포구 가마산로 364, 성락빌딩 1층 (대림동)","대림3동 주민센터(내)","08:30 ","18:00 ","      ","      ","토,일요일,공휴일 휴무","http://www.ydp.go.kr/main/page.do?mCode=A010010000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-23 11:16:34"
"518","올림픽기념국민생활관","서울특별시 종로구 성균관로 91(혜화동)","1층 로비","06:00 ","21:00 ","09:00 ","17:00 ","","http://www.jongno.go.kr/Main.do?menuId=1015&menuNo=1015","사용","장애인 편의 기능 포함(일반)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-03 13:51:16"
"515","헌법재판소","서울특별시 종로구 북촌로 15(재동)[서울특별시 종로구 재동 83번지]","별관 1층","09:00 ","18:00 ","      ","      ","","http://www.jongno.go.kr/Main.do?menuId=1015&menuNo=1015","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-03 13:50:46"
"502","길동주민센터","서울특별시 강동구 천호대로 1183 (길동)","길동주민센터 정문 좌측","00:00 ","2400  ","00:00 ","2400  ","365일 24시간 운영","https://www.gangdong.go.kr/site/contents/koRenew/html00/html04/index04.html","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-20 09:18:48"
"503","강동세무서","서울특별시 강동구 천호대로 1139(길동)","4층 로비 안내데스크 옆","09:00 ","18:00 ","      ","      ","강동세무서 업무시간 내 운용(토,일,공휴일 미운영)","https://www.gangdong.go.kr/site/contents/koRenew/html00/html04/index04.html","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-07-01 09:11:46"
"517","여의도성모병원","서울특별시 영등포구 63로 10(여의도동)","여의도성모병원 2층(본관 로비)","06:00 ","23:00 ","06:00 ","23:00 ","","http://www.ydp.go.kr/main/page.do?mCode=A010010000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-23 11:16:16"
"515","홈플러스영등포점","서울특별시 영등포구 당산로 42(문래동3가)","지상1층 출입구앞(우측)","10:00 ","2400  ","10:00 ","2400  ","홈플러스 정기휴무일 휴무","http://www.ydp.go.kr/main/page.do?mCode=A010010000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-23 11:15:51"
"514","영등포세무서","서울특별시 영등포구 선유로 243, 영등포세무서 (양평동4가)","영등포세무서 1층","09:00 ","18:00 ","      ","      ","토,일,공휴일 휴무","http://www.ydp.go.kr/main/page.do?mCode=A010010000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-23 11:15:10"
"407","신당5동주민센터","서울특별시 중구 다산로44길 85, 신당제5동주민센터 (신당동)","옥외 부스","00:00 ","2400  ","00:00 ","2400  ","","http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-31 00:12:45"
"405","암사역","서울특별시 강동구 올림픽로 지하 776(암사동)[서울특별시 강동구 암사동 501번지 암사역]","지하철 8호선 암사역 대합실","05:00 ","01:00 ","05:00 ","2400  ","지하철역사 운영시간내 발급가능(연중무휴)","https://www.gangdong.go.kr/site/contents/koRenew/html00/html04/index04.html","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-07-20 09:48:43"
"201","고덕역","서울특별시 강동구 고덕로 지하 253(고덕동)[서울특별시 강동구 고덕동 310번지 고덕역]","고덕역 지하1층 대합실","05:00 ","01:00 ","05:00 ","2400  ","지하철역사 운영시간 내 발급가능(연중무휴)","https://www.gangdong.go.kr/site/contents/koRenew/html00/html04/index04.html","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-07-20 09:47:13"
"402","길동역","서울특별시 강동구 양재대로 지하 1480(길동)[서울특별시 강동구 길동 378번지 길동역]","지하철 5호선 길동역 지하 대합실","05:00 ","01:00 ","05:00 ","2400  ","지하철역사 운영시간내 발급가능(연중무휴)","https://www.gangdong.go.kr/site/contents/koRenew/html00/html04/index04.html","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-07-01 09:11:46"
"513","당산역","서울특별시 영등포구 당산로 229(당산동6가)","지상2층 1번출구(2호선)","06:00 ","23:30 ","06:00 ","23:30 ","","http://www.ydp.go.kr/main/page.do?mCode=A010010000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-23 11:14:38"
"512","영등포구청1","서울특별시 영등포구 당산로 123(당산동3가)","영등포구청(일반)","07:00 ","20:00 ","07:00 ","20:00 ","","http://www.ydp.go.kr/main/page.do?mCode=A010010000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-23 11:14:12"
"511","여의도역2","서울특별시 영등포구 여의나루로 40(여의도동)","여의도역 지하1층 매표소 앞(우)","06:00 ","23:30 ","06:00 ","23:30 ","","http://www.ydp.go.kr/main/page.do?mCode=A010010000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-23 11:13:52"
"502","신길3동주민센터","서울특별시 영등포구 가마산로 483 (신길동, 신길 AK 푸르지오)","신길3동주민센터 민원실 내","09:00 ","18:00 ","      ","      ","주말 및 공휴일 미운영","http://www.ydp.go.kr/main/page.do?mCode=A010010000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-23 11:13:30"
"411","화양동주민센터","서울특별시 광진구 능동로17길 39(화양동)","화양동주민센터","00:00 ","2400  ","00:00 ","2400  ","","https://www.gwangjin.go.kr/portal/main/contents.do?menuNo=200030","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-23 11:08:01"
"502","아현동주민센터","서울특별시 마포구 마포대로7길 18(공덕동)[서울특별시 마포구 공덕동 458번지]","아현동 주민센터 1층 출입문 옆","00:00 ","2400  ","00:00 ","2400  ","시스템 점검시간(오전2시~오전5시 제외) / 2021.4.1. 운영시간 변경","https://www.mapo.go.kr/site/main/content/mapo01010202","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-18 14:34:46"
"515","서초우면열린문화센터","서울특별시 서초구 양재대로2길 110, 우면열린문화센터 1층 (우면동)","서울특별시 서초구 양재대로2길 110, 1층(우면동,우면열린문화센터)","00:00 ","2400  ","00:00 ","2400  ","","http://www.seocho.go.kr/site/seocho/01/10101050000002015070109.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-03 17:49:56"
"514","신정7동주민센터","서울특별시 양천구 목동동로 37, 신정7동주민센터 (신정동)","1층 민원실","09:00 ","18:00 ","      ","      ","주말 및 휴일 이용불가","http://www.yangcheon.go.kr/site/yangcheon/01/10101040000002016081013.jsp","사용","장애인 편의 기능 포함(일반)","제공","제공","제공","부착","제공","미제공","제공","불가능","2026-07-14 09:39:49"
"512","상암동주민센터","서울특별시 마포구 매봉산로2길 16(상암동)[서울특별시 마포구 상암동 7번지 1호]","상암동주민센터 출입구 안쪽","08:00 ","20:00 ","      ","      ","2021.4.1. 운영시간 변경","https://www.mapo.go.kr/site/main/content/mapo01010202","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-03-24 11:06:25"
"501","영등포구청별관","서울특별시 영등포구 선유동1로 80, 영등포구 별관청사 (당산동3가)","A동 1층 출입구 내","09:00 ","18:00 ","      ","      ","주말, 공휴일 미운영","http://www.ydp.go.kr/main/page.do?mCode=A010010000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-23 10:31:28"
"414","도림동 새마을금고","서울특별시 영등포구 도신로 89(도림동)","금융자동화창구 내","08:30 ","23:30 ","08:30 ","23:30 ","","https://www.ydp.go.kr/www/contents.do?key=2679&","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-23 10:29:17"
"412","창의예술교육센터","서울특별시 영등포구 양평로20길 8-1(양평동4가)","건물 앞 외부부스","00:00 ","2400  ","00:00 ","2400  ","","https://www.ydp.go.kr/www/contents.do?key=2679&","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-23 10:26:21"
"411","근로복지공단 서울남부지사","서울특별시 영등포구 버드나루로2길 8, 근로복지공단 (영등포동2가)","1층","08:30 ","18:00 ","      ","      ","","https://www.ydp.go.kr/www/contents.do?key=2679&","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-23 10:25:52"
"410","양평2동주민센터","서울특별시 영등포구 선유로47길 30, 양평2동 주민센터 (양평동4가)","민원실 입구","08:30 ","18:00 ","      ","      ","토,일,공휴일 휴무","http://www.ydp.go.kr/main/page.do?mCode=A010010000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-23 10:25:09"
"518","이마트청계천점(황학동)","서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)","이마트 천계천점(지하2층)","00:00 ","2400  ","00:00 ","2400  ","","https://www.junggu.seoul.kr/minwon/content.do?cmsid=13984","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-31 03:16:41"
"111","방화1동주민센터","서울특별시 강서구 방화대로 330, 방화1동주민센터 (마곡동)","1층 민원실 입구 우측","09:00 ","18:00 ","09:00 ","13:00 ","일요일 및 공휴일 운영 안함","https://www.gangseo.seoul.kr/gs0101071","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-28 13:49:04"
"507","행당제2동주민센터 KIOSK","서울특별시 성동구 행당로9길 9(행당동)","행당제2동주민센터","00:00 ","2400  ","00:00 ","2400  ","24시간 운영","http://www.sd.go.kr/sd/main.do?mCode=13A030030000&op=mainSub&lay=5","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-31 15:15:48"
"110","건대병원","서울특별시 광진구 능동로 120-1(화양동)","건대병원 1층 에스컬레이터 옆","00:00 ","2400  ","00:00 ","2400  ","운영시간00:00~23:59","https://www.gwangjin.go.kr/portal/main/contents.do?menuNo=200030","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-31 09:22:12"
